Date,Symbol,Open,High,Low,Close,Volume
2024_03_05,SALICOPO,270.0,270.0,270.0,270.0,130288.0
2024_06_30,SALICOPO,275.0,275.0,275.0,275.0,50000.0
2024_07_09,SALICOPO,275.0,275.0,275.0,275.0,64612.0
2024_07_29,SALICOPO,270.0,270.0,270.0,270.0,15189.0
2024_08_22,SALICOPO,270.0,270.0,270.0,270.0,9000.0
2024_08_23,SALICOPO,270.0,270.0,270.0,270.0,9000.0
2024_08_24,SALICOPO,270.0,270.0,270.0,270.0,9000.0
