Symbol,Date,Open,High,Low,Close,Percent Change,Volume,Turnover,Daily_Return,Log_Return,SMA_5,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,ATR_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,OBV
HBL,2012-01-01,467.0,465.0,465.0,465.0,-0.43 %,30.0,13950.0,,,,,465.0,465.0,13.76097950492418,0.0,0.0,,,,,,0.0
HBL,2012-01-02,465.0,479.0,465.0,479.0,3.01 %,652.0,306715.0,0.03010752688172036,0.029663191823558855,,,467.15384615384613,466.037037037037,19.953685835584764,1.1168091168091223,0.22336182336182447,,,,,,652.0
HBL,2012-01-03,479.0,494.0,485.0,486.0,1.46 %,371.0,181119.0,0.014613778705636848,0.014508026489578635,,,470.0532544378698,467.51577503429354,28.344069723380088,2.537479403576242,0.686185339404708,,,,,,1023.0
HBL,2012-01-04,486.0,478.0,478.0,478.0,-1.65 %,52.0,24856.0,-0.016460905349794275,-0.016597891409037828,,,471.2758306781975,468.2923842910125,31.015408929277015,2.9834463871849835,1.1456375489607633,,,,,,971.0
HBL,2012-01-05,478.0,470.0,461.0,461.0,-3.56 %,184.0,85076.0,-0.03556485355648531,-0.03621268949480741,473.8,,469.69493365078256,467.75220767686346,24.634968176712846,1.9427259739190958,1.30505523395243,,,,,,787.0
HBL,2012-01-08,461.0,470.0,457.0,460.0,-0.22 %,1009.0,464326.0,-0.002169197396963085,-0.0021715535135077954,472.8,,468.20340539681604,467.17797007116985,23.019271948608164,1.0254353256461854,1.249131252291181,,,,,,-222.0
HBL,2012-01-09,460.0,469.0,460.0,462.0,0.43 %,249.0,115233.0,0.004347826086956497,0.004338401598598141,469.4,,467.2490353357674,466.7944167325647,23.13486370157824,0.4546186032027322,1.0902287224734915,,,,,,27.0
HBL,2012-01-10,462.0,471.0,462.0,471.0,1.95 %,452.0,211229.0,0.01948051948051943,0.01929320293467885,466.4,,467.8261068225724,467.1059414190414,17.46724890829701,0.7201654035309843,1.01621605868499,,,,,,479.0
HBL,2012-01-11,471.0,470.0,470.0,470.0,-0.21 %,100.0,47000.0,-0.002123142250530785,-0.0021253993123134776,464.8,,468.16055192679204,467.3203161287421,18.635607321131502,0.840235798049946,0.9810200065579812,,,,,,379.0
HBL,2012-01-12,470.0,479.0,470.0,479.0,1.91 %,1125.0,530080.0,0.01914893617021285,0.018967902706811045,468.4,,469.82815932267016,468.1854778969834,19.410745233968868,1.6426814256867601,1.113352290383737,,,,,,1504.0
HBL,2012-01-17,479.0,470.0,470.0,470.0,-1.88 %,155.0,72850.0,-0.018789144050104345,-0.018967902706810924,470.4,,469.8545963499517,468.31988694165125,12.031782065834207,1.5347094083004436,1.1976237139670785,,,,,,1349.0
HBL,2012-01-18,460.0,465.0,460.0,460.0,0.00 %,875.0,406345.0,-0.021276595744680882,-0.02150620522096362,470.0,,468.3385046038053,467.7035990200475,10.894141829393561,0.6349055837578135,1.0850800879252256,,,,,,474.0
HBL,2012-01-22,460.0,475.0,464.0,475.0,3.26 %,144.0,67636.0,0.032608695652173836,0.03208831455150045,470.8,,469.3633500493737,468.2440731667106,25.45141874462597,1.1192768826630868,1.091919446872798,,,,,,618.0
HBL,2012-01-23,475.0,466.0,452.0,461.0,-2.95 %,1262.0,570961.0,-0.02947368421052632,-0.029916761037992692,469.0,,468.0766808110085,467.7074751543617,23.307086614173215,0.36920565664678406,0.9473766888275952,10.857142857142858,,,,,-644.0
