Symbol,Date,Open,High,Low,Close,Percent Change,Volume,Turnover,Daily_Return,Log_Return,SMA_5,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,ATR_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,OBV
AHPC,2012-01-01,319.0,319.0,312.0,312.0,-2.19 %,377.0,120030.0,,,,,312.0,312.0,23.81662318300411,0.0,0.0,,,,,,0.0
AHPC,2012-01-02,312.0,306.0,296.0,304.0,-2.56 %,2216.0,663586.0,-0.02564102564102566,-0.025975486403260677,,,310.7692307692308,311.40740740740745,29.39282428702853,-0.6381766381766738,-0.12763532763533478,,,,,,-2216.0
AHPC,2012-01-03,304.0,306.0,300.0,304.0,0.00 %,1677.0,508008.0,0.0,0.0,,,309.7278106508876,310.85871056241433,38.34148614022831,-1.1308999115267397,-0.3282882444136158,,,,,,-2216.0
AHPC,2012-01-04,304.0,304.0,295.0,302.0,-0.66 %,979.0,292145.0,-0.006578947368421018,-0.006600684031352024,,,308.53891670459717,310.20250978001326,35.265346050379065,-1.6635930754160881,-0.5953492106141103,,,,,,-3195.0
AHPC,2012-01-05,302.0,302.0,297.0,302.0,0.00 %,193.0,57931.0,0.0,0.0,304.8,,307.5329295192745,309.5949164629753,39.47113051916547,-2.061986943700788,-0.8886767572314458,,,,,,-3195.0
AHPC,2012-01-08,302.0,315.0,302.0,314.0,3.97 %,242.0,74543.0,0.039735099337748325,0.03896596853338371,305.2,,308.5278634393861,309.9212189471993,39.423309910346504,-1.393355507813169,-0.9896125073477904,,,,,,-2953.0
AHPC,2012-01-09,314.0,322.0,314.0,316.0,0.64 %,643.0,205364.0,0.006369426751592355,0.0063492276786587445,307.6,,309.67742291024985,310.3714990251845,44.76642518111417,-0.6940761149346599,-0.9305052288651643,,,,,,-2310.0
AHPC,2012-01-11,316.0,315.0,305.0,305.0,-3.48 %,386.0,119510.0,-0.034810126582278444,-0.03543043697950045,307.8,,308.957819385596,309.97361020850417,38.681010289990645,-1.0157908229081727,-0.947562347673766,,,,,,-2696.0
AHPC,2012-01-12,305.0,300.0,300.0,300.0,-1.64 %,84.0,25200.0,-0.016393442622950838,-0.016529301951210582,307.4,,307.5796933262735,309.2348242671335,41.67296548248929,-1.6551309408599764,-1.0890760663110082,,,,,,-2780.0
AHPC,2012-01-16,300.0,308.0,305.0,305.0,1.67 %,2213.0,676340.0,0.016666666666666607,0.016529301951210506,308.0,,307.1828174299237,308.92113358067917,55.59488156820039,-1.7383161507554519,-1.218924083199897,,,,,,-567.0
AHPC,2012-01-17,305.0,305.0,305.0,305.0,0.00 %,14.0,4270.0,0.0,0.0,306.2,,306.8469993637816,308.6306792413696,43.73922042083478,-1.7836798775879856,-1.3318752420775148,,,,,,-567.0
AHPC,2012-01-18,305.0,301.0,300.0,301.0,-1.31 %,112.0,33662.0,-0.013114754098360604,-0.013201511858535842,303.2,,305.9474610001229,308.0654437420089,35.183129855715876,-2.117982741885953,-1.4890967420392025,,,,,,-679.0
AHPC,2012-01-22,301.0,304.0,300.0,300.0,-0.33 %,376.0,113523.0,-0.0033222591362126463,-0.003327790092674691,302.2,,305.03246700010396,307.468003464823,36.86498234175494,-2.435536464719064,-1.6783846865751748,,,,,,-1055.0
AHPC,2012-01-23,300.0,306.0,302.0,305.0,1.67 %,189.0,57538.0,0.016666666666666607,0.016529301951210506,303.2,,305.027472077011,307.2851883933547,34.97422680412369,-2.2577163163437035,-1.7942510125288806,7.357142857142857,,,,,-866.0
AHPC,2012-01-25,305.0,308.0,302.0,308.0,0.98 %,390.0,119463.0,0.009836065573770592,0.009788006366162944,303.8,,305.4847840651631,307.33813740125436,32.96089385474862,-1.8533533360912315,-1.8060714772413509,7.285714285714286,,,,,-476.0
AHPC,2012-01-26,308.0,314.0,307.0,307.0,-0.32 %,1184.0,367344.0,-0.0032467532467532756,-0.0032520353863773432,304.2,,305.71789420898415,307.31309018634664,31.683399486341344,-1.5951959773624935,-1.7638963772655796,6.642857142857143,,,,,-1660.0
AHPC,2012-01-29,307.0,301.0,301.0,301.0,-1.95 %,222.0,66822.0,-0.019543973941368087,-0.019737482838321434,304.2,,304.9920643306789,306.8454538762469,23.18330989217064,-1.8533895455680067,-1.7817950109260652,6.642857142857143,,,,,-1882.0
AHPC,2012-01-31,301.0,307.0,303.0,305.0,1.33 %,128.0,39062.0,0.013289036544850585,0.013201511858535981,305.2,,304.99328520288213,306.7087535891175,25.87649852974441,-1.7154683862353863,-1.7685296859879296,6.428571428571429,,,,,-1754.0
AHPC,2012-02-01,305.0,305.0,302.0,304.0,-0.33 %,367.0,111110.0,-0.003278688524590123,-0.0032840752011898846,305.0,,304.8404720947464,306.5081051751088,19.531568228105854,-1.6676330803624069,-1.7483503648628251,6.285714285714286,,,,,-2121.0
AHPC,2012-02-02,304.0,305.0,301.0,304.0,0.00 %,206.0,62734.0,0.0,0.0,304.2,305.2,304.71116869555465,306.32231960658225,33.310285220397574,-1.6111509110276074,-1.7209104740957817,5.642857142857143,305.2,4.396170582390274,313.99234116478056,296.4076588352194,-2121.0
AHPC,2012-02-05,304.0,310.0,299.0,300.0,-1.32 %,501.0,151282.0,-0.013157894736842146,-0.01324522675002068,302.8,304.6,303.9863735116231,305.85399963572434,40.68265682656826,-1.867626124101207,-1.7502536040968668,5.857142857142857,304.6,4.235190917215321,313.0703818344307,296.12961816556935,-2622.0
AHPC,2012-02-06,300.0,301.0,300.0,300.0,0.00 %,479.0,143927.0,0.0,0.0,302.6,304.4,303.3730852790657,305.4203700330781,48.13421606981645,-2.0472847540123666,-1.8096598340799668,5.142857142857143,304.4,4.357691325026422,313.1153826500528,295.68461734994713,-2622.0
AHPC,2012-02-07,300.0,310.0,294.0,299.0,-0.33 %,908.0,273234.0,-0.0033333333333332993,-0.0033389012655145986,301.4,304.15,302.70030292844024,304.9447870676649,49.250993579944954,-2.244484139224653,-1.896624695108904,5.928571428571429,304.15,4.522167621838007,313.194335243676,295.10566475632396,-3530.0
AHPC,2012-02-08,299.0,296.0,294.0,294.0,-1.67 %,469.0,138060.0,-0.01672240802675584,-0.016863806052004805,299.4,303.75,301.36179478560325,304.1340620996897,44.45490196078431,-2.7722673140864345,-2.0717532189044103,5.714285714285714,303.75,5.04584247829731,313.84168495659463,293.65831504340537,-3999.0
AHPC,2012-02-09,294.0,295.0,290.0,294.0,0.00 %,156.0,45384.0,0.0,0.0,297.4,303.35,300.2292109724335,303.383390833046,51.43993417443775,-3.154179860612487,-2.288238547246026,6.071428571428571,303.35,5.489463591856304,314.3289271837126,292.37107281628744,-3999.0
