Symbol,Date,Open,High,Low,Close,Percent Change,Volume,Turnover,Daily_Return,Log_Return,SMA_5,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,ATR_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,OBV
SIKLES,2022-01-02,416.5,445.0,410.0,437.0,2.82 %,11666.0,5000563.4,,,,,437.0,437.0,4.06185636627616,0.0,0.0,,,,,,0.0
SIKLES,2022-11-15,350.5,364.6,315.5,321.0,0.00 %,59590.0,19470722.0,-0.26544622425629294,-0.3084920719655743,,,419.1538461538462,428.4074074074074,4.886668291494061,-9.253561253561202,-1.8507122507122404,,,,,,-59590.0
SIKLES,2022-11-16,327.4,353.1,327.4,353.1,10.00 %,23650.0,8310349.0,0.10000000000000009,0.09531017980432493,,,408.9917159763314,422.8290809327846,5.2179570592062845,-13.8373649564532,-4.248042791860433,,,,,,-35940.0
SIKLES,2022-11-17,360.1,388.4,360.1,388.4,10.00 %,3150.0,1221660.0,0.09997167941093155,0.09528443348282895,,,405.8237596722804,420.2787786414672,5.547613557758851,-14.455018969186824,-6.289438027325712,,,,,,-32790.0
SIKLES,2022-11-22,396.1,396.1,355.1,371.0,-4.48 %,49629.0,18526392.3,-0.04479917610710604,-0.045833673809734674,374.1,,400.4662581842373,416.6284987420993,5.262697405835809,-16.162240557861992,-8.263998533432968,,,,,,-82419.0
SIKLES,2022-11-23,365.0,371.0,365.0,369.0,-0.54 %,17258.0,6342255.6,-0.005390835579514808,-0.005405418566907935,360.5,,395.62529538666234,413.1004617982401,6.012895486579723,-17.47516641157773,-10.10623210906192,,,,,,-99677.0
SIKLES,2022-11-24,364.0,370.0,357.1,369.0,0.00 %,17640.0,6426020.0,0.0,0.0,370.1,,391.5290960964066,409.83376092429637,4.64371188141746,-18.30466482788978,-11.745918652827493,,,,,,-99677.0
SIKLES,2022-11-27,369.0,372.0,362.1,368.7,-0.08 %,15542.0,5684490.7,-0.0008130081300813385,-0.000813338800428396,373.22,,388.01692746619017,406.7868156706448,2.7383258015924383,-18.769888204454617,-13.150712563152918,,,,,,-115219.0
SIKLES,2022-11-28,365.0,376.4,365.0,365.0,-1.00 %,9213.0,3405085.1,-0.010035259018171927,-0.010085951657607296,368.54,,384.47586170216096,403.6914959913377,2.803172155523754,-19.215634289176762,-14.363696908357689,,,,,,-124432.0
SIKLES,2022-11-29,362.6,366.8,362.6,365.0,0.00 %,7570.0,2757514.0,0.0,0.0,367.34000000000003,,381.47957528644383,400.8254592512386,26.45484411974178,-19.34588396479478,-15.360134319645109,,,,,,-124432.0
SIKLES,2022-11-30,362.6,369.0,358.0,360.0,-1.37 %,5590.0,2026370.0,-0.013698630136986356,-0.013793322132335873,365.54,,378.17502524237557,397.80135115855427,33.40310746655159,-19.6263259161787,-16.213372638951828,,,,,,-130022.0
SIKLES,2022-12-01,360.0,360.3,354.0,360.3,0.08 %,6355.0,2270793.0,0.0008333333333334636,0.0008329863038919929,363.8,,375.4250213589332,395.0234732949576,33.40741859612022,-19.598451936024446,-16.890388498366352,,,,,,-123667.0
SIKLES,2022-12-04,361.0,382.0,361.0,373.3,3.61 %,14335.0,5380183.0,0.03608104357479869,0.03544536816649052,364.71999999999997,,375.09809499602034,393.4143271249608,42.43823309208884,-18.31623212894044,-17.17555722448117,,,,,,-109332.0
SIKLES,2022-12-05,366.0,382.0,366.0,370.1,-0.86 %,20311.0,7524640.2,-0.00857219394588804,-0.008609146528427881,365.74,,374.3291573043249,391.6873399305192,38.64553150389183,-17.35818262619432,-17.212082304823802,26.021428571428565,,,,,-129643.0
SIKLES,2022-12-06,364.0,372.0,361.3,365.0,-1.38 %,7995.0,2923689.0,-0.013780059443393777,-0.013875885809618889,365.74,,372.89390233442873,389.7104999356659,42.49828261636435,-16.816597601237163,-17.132985364106474,24.285714285714278,,,,,-137638.0
SIKLES,2022-12-07,360.1,372.3,359.0,365.0,0.00 %,12303.0,4468939.0,0.0,0.0,366.74,,371.67945582143966,387.88009253302397,47.61048919927425,-16.20063671158431,-16.94651563360204,16.55714285714285,,,,,-137638.0
SIKLES,2022-12-11,359.1,370.9,358.0,364.0,-0.27 %,17457.0,6348353.2,-0.002739726027397249,-0.0027434859457508326,367.48,,370.4980010796797,386.111196789837,48.53267360518682,-15.6131957101573,-16.679851648913093,15.185714285714274,,,,,-155095.0
SIKLES,2022-12-12,357.0,373.0,357.0,373.0,2.47 %,12190.0,4471228.7,0.024725274725274637,0.024424552007074794,367.42,,370.88292399049817,385.1399970276268,48.930000678287996,-14.257073037128634,-16.195295926556202,13.80714285714285,,,,,-142905.0
SIKLES,2022-12-13,370.0,379.9,370.0,378.0,1.34 %,12480.0,4662339.0,0.013404825737265424,0.013315775975772156,369.0,,371.97785876119076,384.6111083589137,51.50043975373792,-12.633249597722966,-15.482886660789557,11.585714285714277,,,,,-130425.0
SIKLES,2022-12-14,370.5,380.0,370.5,379.0,0.26 %,16964.0,6392751.0,0.002645502645502562,0.002642009462838576,371.8,369.745,373.058188182546,384.1954707026979,51.72050376771882,-11.13728252015187,-14.613765832662022,11.835714285714277,369.745,20.535655129041963,410.81631025808394,328.67368974191606,-113461.0
SIKLES,2022-12-15,375.0,382.0,373.4,374.3,-1.24 %,6711.0,2520092.4,-0.012401055408970962,-0.012478590172043051,373.65999999999997,366.61,373.24923615446204,383.46247287286843,60.59216997835923,-10.213236718406392,-13.733660009810897,11.528571428571423,366.61,13.205855957829739,393.02171191565947,340.19828808434056,-120172.0
SIKLES,2022-12-18,367.0,370.2,359.8,370.0,-1.15 %,6700.0,2462241.0,-0.011488111140796176,-0.011554609272113178,374.86,369.06,372.74935366916014,382.46525266006336,79.54344870357558,-9.715898990903213,-12.93010780602936,11.857142857142852,369.06,7.693702140814847,384.4474042816297,353.6725957183703,-126872.0
SIKLES,2022-12-19,364.0,370.0,360.1,370.0,0.00 %,5916.0,2154564.0,0.0,0.0,374.26,369.905,372.326376181597,381.54190061116975,84.3288488772001,-9.215524429572724,-12.187191130738034,11.749999999999996,369.905,6.7142797552365305,383.33355951047304,356.4764404895269,-126872.0
