Symbol,Date,Open,High,Low,Close,Percent Change,Volume,Turnover,Daily_Return,Log_Return,SMA_5,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,ATR_14,BB_Middle,BB_Std,BB_Upper,BB_Lower,OBV
DDBL,2012-01-01,244.0,240.0,240.0,240.0,-1.64 %,89.0,21360.0,,,,,240.0,240.0,20.05477576172541,0.0,0.0,,,,,,0.0
DDBL,2012-01-03,240.0,236.0,236.0,236.0,-1.67 %,200.0,47200.0,-0.01666666666666672,-0.01680711831638129,,,239.38461538461536,239.7037037037037,29.47866344605474,-0.3190883190883369,-0.06381766381766739,,,,,,-200.0
DDBL,2012-01-05,236.0,236.0,236.0,236.0,0.00 %,20.0,4720.0,0.0,0.0,,,238.86390532544374,239.4293552812071,30.737747927379544,-0.5654499557633699,-0.1641441222068079,,,,,,-200.0
DDBL,2012-01-08,236.0,237.0,237.0,237.0,0.42 %,167.0,39579.0,0.004237288135593209,0.004228336109521105,,,238.57715065999088,239.24940303815472,31.54890133563117,-0.6722523781638472,-0.2657657733982158,,,,,,-33.0
DDBL,2012-01-09,237.0,238.0,237.0,238.0,0.42 %,187.0,44339.0,0.00421940928270037,0.004210532536343458,237.4,,238.4883582507615,239.15685466495808,29.571824622651192,-0.6684964141965679,-0.3463119015578862,,,,,,154.0
DDBL,2012-01-10,238.0,234.0,234.0,234.0,-1.68 %,2400.0,561600.0,-0.01680672268907568,-0.01694955831377332,236.2,,237.7978415967982,238.77486543051674,34.58779384173933,-0.9770238337185333,-0.47245428799001565,,,,,,-2246.0
DDBL,2012-01-18,234.0,230.0,226.0,226.0,-3.42 %,270.0,61452.0,-0.03418803418803418,-0.03478611608541554,234.2,,235.98278904344463,237.8285791023303,37.315801405576956,-1.845790058885683,-0.7471214421691492,,,,,,-2516.0
DDBL,2012-02-01,218.0,214.0,210.0,214.0,-1.83 %,377.0,80010.0,-0.053097345132743334,-0.054558984250434366,229.8,,232.6008214982993,236.06349916882436,34.42550852116551,-3.4626776705250677,-1.290232687840333,,,,,,-2893.0
DDBL,2012-02-02,214.0,222.0,218.0,222.0,3.74 %,285.0,62574.0,0.03738317757009346,0.03670136685042796,226.8,,230.96992588317633,235.0217584896522,32.580645161290334,-4.05183260647587,-1.8425526715674403,,,,,,-2608.0
DDBL,2012-02-05,222.0,222.0,222.0,222.0,0.00 %,221.0,49062.0,0.0,0.0,223.6,,229.5899372857646,234.05718378671497,45.37254417397751,-4.467246500950381,-2.367491437444029,,,,,,-2608.0
