Date,Symbol,Open,High,Low,Close,Volume
2023-07-05,RAWA,249.3,274.2,249.3,274.2,1610.0
2023-07-06,RAWA,279.6,301.6,279.6,301.6,24638.0
2023-07-09,RAWA,307.6,331.7,307.6,331.7,16525.0
2023-07-10,RAWA,338.3,364.8,332.5,364.8,32047.0
2023-07-11,RAWA,372.0,401.2,365.0,401.2,10100.0
2023-07-12,RAWA,401.0,415.0,361.1,361.1,38727.0
2023-07-13,RAWA,360.0,363.0,333.2,357.0,18418.0
2023-07-16,RAWA,357.0,364.0,350.1,353.2,11229.0
2023-07-17,RAWA,346.2,358.0,346.2,354.0,8094.0
2023-07-18,RAWA,361.0,361.0,351.0,355.9,6348.0
2023-07-19,RAWA,351.0,360.0,345.1,356.0,9470.0
2023-07-20,RAWA,349.0,373.0,348.9,370.0,8862.0
2023-07-23,RAWA,377.4,394.0,364.0,393.0,19522.0
2023-07-24,RAWA,394.0,410.0,387.0,387.1,14517.0
2023-07-25,RAWA,387.1,396.7,382.5,392.0,7470.0
2023-07-26,RAWA,388.1,414.0,385.1,399.1,28481.0
2023-07-27,RAWA,393.0,407.0,393.0,399.0,8170.0
2023-07-30,RAWA,393.0,399.0,375.0,379.0,11435.0
2023-07-31,RAWA,379.0,389.6,370.0,370.0,7720.0
2023-08-01,RAWA,364.2,377.4,363.0,369.0,6236.0
2023-08-02,RAWA,370.0,376.0,356.0,368.9,4650.0
2023-08-03,RAWA,366.0,387.0,363.0,364.0,6635.0
2023-08-06,RAWA,370.0,370.0,348.6,360.0,12912.0
2023-08-07,RAWA,352.8,369.0,352.8,363.8,6726.0
2023-08-08,RAWA,363.0,367.0,352.0,357.7,6007.0
2023-08-09,RAWA,350.6,361.9,342.1,360.0,4207.0
2023-08-10,RAWA,353.0,360.0,346.2,355.0,6112.0
2023-08-13,RAWA,348.0,357.0,348.0,357.0,8525.0
2023-08-14,RAWA,351.0,355.0,345.2,348.0,2112.0
